"id","recipe_num","product","ingredient","options","grams","included","weight_description"
363,55,"Mild Curry Seasoning","Turmeric Powder",,13.6,"yes","2 tbsp"
364,55,"Mild Curry Seasoning","Chilli Flakes",,2.7,"yes","1/2 tbsp"
365,55,"Mild Curry Seasoning","Mustard Seeds",,3.18,"yes","1/2 tbsp"
366,55,"Mild Curry Seasoning","Ginger Dried",,2.7,"yes","1/2 tbsp"
367,55,"Mild Curry Seasoning","Sea Salt",,0.75,"yes","1 tbsp"
368,56,"Lemon and Dill Butter","Cream Cheese",,22,"yes","2 tbsp"
369,56,"Lemon and Dill Butter","Butter Salted",,140,"yes",
370,56,"Lemon and Dill Butter","Dill Fresh",,1.7,"yes","3 tbsp"
371,56,"Lemon and Dill Butter","Lemon Juice",,15.24,"yes","1 tbsp"
372,56,"Lemon and Dill Butter","Salt",,3.04,"yes","1/2 tsp"
373,56,"Lemon and Dill Butter","Pepper Black",,0.3,"yes","a pinch"
374,57,"Low Carb Ketchup","Olive Oil",,13.5,"yes","1 tbsp"
375,57,"Low Carb Ketchup","Onions Brown",,55,"yes","1/2 onion"
376,57,"Low Carb Ketchup","Garlic",,3,"yes","1 clove"
377,57,"Low Carb Ketchup","Tomato Paste",,32,"yes","2 tbsp"
378,57,"Low Carb Ketchup","Red Wine Vinegar",,80.82,"yes","80 ml"
379,57,"Low Carb Ketchup","Salt",,6.08,"yes","1 tsp"
380,57,"Low Carb Ketchup","Bay Leaf",,0.3,"yes","1 leaf"
381,57,"Low Carb Ketchup","Paprika",,2.3,"yes","1 tsp"
382,57,"Low Carb Ketchup","Coriander Seeds",,1.67,"yes","1 tsp"
383,57,"Low Carb Ketchup","Cloves Fresh",,1.05,"yes","1/2 tsp"
384,57,"Low Carb Ketchup","Pepper Black",,1.07,"yes","1/2 tsp"
385,57,"Low Carb Ketchup","Cayenne Pepper",,0.3,"yes","a pinch"
386,57,"Low Carb Ketchup","Tomatoes Canned",,400,"yes","400 ml"
387,58,"Slow Cooked Bone Broth","Beef Neck Bones",,2300,"yes",
388,58,"Slow Cooked Bone Broth","Lamb Bones","Can use instead of Beef Neck Bones",2300,"yes",
389,58,"Slow Cooked Bone Broth","Oil Coconut",,40.89,"yes","3 tbsp"
390,58,"Slow Cooked Bone Broth","Onions Brown",,110,"yes","1 onion"
391,58,"Slow Cooked Bone Broth","Carrots",,80,"yes","1 carrot"
392,58,"Slow Cooked Bone Broth","Garlic",,30,"yes","1 whole"
393,58,"Slow Cooked Bone Broth","Salt",,6.08,"yes","1 tbsp"
394,58,"Slow Cooked Bone Broth","Peppercorns",,6.9,"yes","1 tsp"
395,58,"Slow Cooked Bone Broth","Thyme Fresh",,20,"yes",
396,58,"Slow Cooked Bone Broth","Parsley Fresh","Can use instead of Thyme",20,"no",
397,58,"Slow Cooked Bone Broth","White Wine Vinegar",,15,"yes","1 tbsp"
398,58,"Slow Cooked Bone Broth","Water",,,"yes",
399,59,"Chicken Liver Pate","Onions Red",,110,"yes","1 onion"
400,59,"Chicken Liver Pate","Garlic",,3,"yes","1 clove"
401,59,"Chicken Liver Pate","Butter Salted",,230,"yes",
402,59,"Chicken Liver Pate","Brandy",,28.4,"yes","2 tbsp"
403,59,"Chicken Liver Pate","Port Wine","Can use instead of Brandy",28.4,"no","2 tbsp"
404,59,"Chicken Liver Pate","Tomato Paste",,16,"yes","1 tbsp"
405,59,"Chicken Liver Pate","Chicken Liver",,450,"yes",
406,60,"Butter Thyme","Butter Salted",,110,"yes",
407,60,"Butter Thyme","Thyme Dried",,3,"yes","1 tbsp"
408,60,"Butter Thyme","Pepper Black",,2.13,"yes","1 tsp"
409,61,"Keto chicken liver pate with thyme butter","Chicken Liver Pate",,837.4,"yes",
410,61,"Keto chicken liver pate with thyme butter","Butter Thyme",,115.13,"yes",
411,62,"Instant Low Carb Raspberry Jam","Raspberries",,110,"yes","210 ml"
412,62,"Instant Low Carb Raspberry Jam","Chia Seeds",,15,"yes","1 tbsp"
413,62,"Instant Low Carb Raspberry Jam","Vanilla Extract",,1.08,"yes","1/4 tsp"
414,62,"Instant Low Carb Raspberry Jam","Water",,,"yes","3 tbsp"
415,63,"Cheesy Dough Bites","Mozzarella",,170,"yes","350 ml"
416,63,"Cheesy Dough Bites","Cream Cheese",,28.5,"yes","2 tbsp"
417,63,"Cheesy Dough Bites","Almond Flour",,110,"yes","240 ml"
418,63,"Cheesy Dough Bites","Parmesan",,28,"yes",
419,63,"Cheesy Dough Bites","Egg Uncooked",,50,"yes","1 large egg"
420,63,"Cheesy Dough Bites","White Wine Vinegar",,5,"yes","1 tsp"
421,63,"Cheesy Dough Bites","Baking Powder",,2.5,"yes","1/2 tsp"
422,64,"Cheesy Dough Bites with Tzatziki","Cheesy Dough Bites",,394,"yes",
423,64,"Cheesy Dough Bites with Tzatziki","Tzatziki Dip",,369.25,"yes",
424,65,"Lemon Ricotta Cheesecake","Ricotta",,400,"yes","375 ml"
425,65,"Lemon Ricotta Cheesecake","Sour Cream",,110,"yes",
426,65,"Lemon Ricotta Cheesecake","Erythritol from Now Foods",,110,"yes","120 ml"
427,65,"Lemon Ricotta Cheesecake","Egg Uncooked",,150,"yes","3 large eggs"
428,65,"Lemon Ricotta Cheesecake","Vanilla Extract",,8.67,"yes","2 tsp"
429,65,"Lemon Ricotta Cheesecake","Lemon Juice",,5.08,"yes","1 lemon"
430,65,"Lemon Ricotta Cheesecake","Lemon Zest",,0.5,"yes","1 lemon"
431,65,"Lemon Ricotta Cheesecake","Raspberries",,60,"yes","120 ml"
432,66,"Zucchini Fries","Zucchini Fresh",,350,"yes",
433,66,"Zucchini Fries","Oil Avocado",,6.81,"yes","1/2 tbsp"
434,66,"Zucchini Fries","Parmesan",,14,"yes",
435,66,"Zucchini Fries","Paprika",,1.15,"yes","1/2 tsp"
436,66,"Zucchini Fries","Onion Powder",,1.15,"yes","1/2 tsp"
437,66,"Zucchini Fries","Salt",,1.52,"yes","1/4 tsp"
438,66,"Zucchini Fries","Pepper Black",,0.53,"yes","1/4 tsp"
439,67,"Yoghurt Dip Quick","Greek Yoghurt",,100,"yes","130 ml"
440,67,"Yoghurt Dip Quick","Green Onions",,13.2,"yes","2 tbsp"
441,67,"Yoghurt Dip Quick","Parsley Fresh",,7.8,"yes","2 tbsp"
442,67,"Yoghurt Dip Quick","Onion Powder",,0.58,"yes","1/4 tsp"
443,67,"Yoghurt Dip Quick","Salt",,1.52,"yes","to taste"
444,67,"Yoghurt Dip Quick","Pepper Black",,0.53,"yes","to taste"
445,68,"Zucchini Fries with Yoghurt Dip","Zucchini Fries",,375.16,"yes",
446,68,"Zucchini Fries with Yoghurt Dip","Yoghurt Dip Quick",,123.63,"yes",
447,69,"Kerala Beef Curry","Beef Cut",,0.91,"yes","900g"
448,69,"Kerala Beef Curry","Oil Coconut",,27.26,"yes","2 tbsp"
449,69,"Kerala Beef Curry","Onions Red",,510,"yes","3 onions"
450,69,"Kerala Beef Curry","Tomato",,369,"yes","3 tomatoes"
451,69,"Kerala Beef Curry","Chilli Green",,45,"yes","1 chilli"
452,69,"Kerala Beef Curry","Garlic",,24,"yes","8 cloves"
453,69,"Kerala Beef Curry","Ginger Fresh",,7,"yes","1 inch piece"
454,69,"Kerala Beef Curry","Curry Leaves",,20,"yes","small handful"
455,69,"Kerala Beef Curry","Chilli Powder",,8.04,"yes","1 tbsp"
456,69,"Kerala Beef Curry","Coriander Seeds",,10,"yes","2 tbsp"
457,69,"Kerala Beef Curry","Garam Masala",,2,"yes","1 tsp"
458,69,"Kerala Beef Curry","Water",,,"yes","1 cup"
459,69,"Kerala Beef Curry","Salt",,1.52,"yes","to taste"
460,69,"Kerala Beef Curry","Pepper Black",,0.53,"yes","to taste"
461,70,"Italian Stuffed Chicken Breast","Chicken Breast",,450,"yes",
462,70,"Italian Stuffed Chicken Breast","Cream Cheese",,110,"yes","110 ml"
463,70,"Italian Stuffed Chicken Breast","Pesto Sauce",,28,"yes","2 tbsp"
464,70,"Italian Stuffed Chicken Breast","Parmesan",,11.2,"yes","2 tbsp"
465,70,"Italian Stuffed Chicken Breast","Oil Avocado",,2.27,"yes","1/2 tsp"
466,70,"Italian Stuffed Chicken Breast","Sea Salt",,1.5,"yes","1/4 tsp"
467,70,"Italian Stuffed Chicken Breast","Pepper Black",,0.53,"yes","1/4 tsp"
468,71,"Bang Bang Cauliflower","Olive Oil",,13.5,"yes","1 tbsp"
469,71,"Bang Bang Cauliflower","Sriracha Sauce Hot Chilli",,39,"yes","2 tbsp"
470,71,"Bang Bang Cauliflower","Lime Juice",,5.04,"yes","1 tsp"
471,71,"Bang Bang Cauliflower","Garlic Powder",,2.8,"yes","1 tsp"
472,71,"Bang Bang Cauliflower","Salt",,1.52,"yes","1/4 tsp"
473,71,"Bang Bang Cauliflower","Pepper Black",,0.53,"yes","1/4 tsp"
474,71,"Bang Bang Cauliflower","Cauliflower Fresh",,220,"yes",
475,72,"Miso Glazed Salmon","Miso Paste",,34.38,"yes","2 tbsp"
476,72,"Miso Glazed Salmon","Soy Sauce",,15.94,"yes","1 tbsp"
477,72,"Miso Glazed Salmon","Lime Juice",,5.04,"yes","1 tsp"
478,72,"Miso Glazed Salmon","Salmon",,350,"yes",
479,73,"Miso Glazed Salmon Sauce","Mayonnaise Homemade",,14.6,"yes","1 tbsp"
480,73,"Miso Glazed Salmon Sauce","Greek Yoghurt",,90,"yes","120 ml"
481,73,"Miso Glazed Salmon Sauce","Sriracha Sauce Hot Chilli",,13,"yes","2 tsp"
482,73,"Miso Glazed Salmon Sauce","Lime Juice",,2.52,"yes","1/2 tsp"
483,73,"Miso Glazed Salmon Sauce","Salt",,1.52,"yes","to taste"
484,73,"Miso Glazed Salmon Sauce","Pepper Black",,0.53,"yes","to taste"
485,73,"Miso Glazed Salmon Sauce","Green Onions",,30,"yes","2 scallions"
486,73,"Miso Glazed Salmon Sauce","Sesame Seeds",,3,"yes","1 tsp"
487,74,"Miso Glazed Salmon with Bang Bang Cauliflower","Miso Glazed Salmon",,405.36,"yes",
488,74,"Miso Glazed Salmon with Bang Bang Cauliflower","Bang Bang Cauliflower",,282.39,"yes",
489,74,"Miso Glazed Salmon with Bang Bang Cauliflower","Miso Glazed Salmon Sauce",,155.17,"yes",
490,75,"Quick Salsa","Tomato",,230,"yes","2 tomatoes"
491,75,"Quick Salsa","Onions Red",,55,"yes","1/2 onion"
492,75,"Quick Salsa","Coriander Fresh",,8,"yes","120 ml"
493,75,"Quick Salsa","Jalapenos",,20,"yes","1 pepper"
494,75,"Quick Salsa","Lime Juice",,10.08,"yes","2 tsp"
495,75,"Quick Salsa","Sea Salt",,6,"yes","1 tsp"
496,76,"Mexican Pulled Chicken","Chicken Breast",,800,"yes",
497,76,"Mexican Pulled Chicken","Salt",,3.04,"yes","1/2 tsp"
498,76,"Mexican Pulled Chicken","Pepper Black",,1.06,"yes","1/2 tsp"
499,76,"Mexican Pulled Chicken","Salsa",,350,"yes","1 jar"
500,77,"Keto Huevos Rancheros with Cheese Tortillas","Mozzarella",,110,"yes",
501,77,"Keto Huevos Rancheros with Cheese Tortillas","Butter Salted",,4.73,"yes","1 tsp"
502,77,"Keto Huevos Rancheros with Cheese Tortillas","Egg Uncooked",,200,"yes","4 large eggs"
503,77,"Keto Huevos Rancheros with Cheese Tortillas","Salsa",,57.1,"yes","60 ml"
504,77,"Keto Huevos Rancheros with Cheese Tortillas","Coriander Fresh",,1,"yes","1 tbsp"
505,78,"Quick Roasted Brussels Sprouts","Brussels Sprouts",,450,"yes",
506,78,"Quick Roasted Brussels Sprouts","Olive Oil",,13.5,"yes","1 tbsp"
507,78,"Quick Roasted Brussels Sprouts","Salt",,3.04,"yes","1/2 tsp"
508,78,"Quick Roasted Brussels Sprouts","Pepper Black",,0.53,"yes","1/2 tsp"
509,79,"Baked Salmon","Salmon",,900,"yes",
510,79,"Baked Salmon","Olive Oil",,9,"yes","2 tsp"
511,79,"Baked Salmon","Sea Salt",,1.5,"yes","to taste"
512,79,"Baked Salmon","Pepper Black",,0.53,"yes","to taste"
513,80,"Horseradish Sauce","Whipping Cream",,243,"yes","240 ml"
514,80,"Horseradish Sauce","Horseradish",,15,"yes","1 tbsp"
515,80,"Horseradish Sauce","Dijon Mustard",,15,"yes","1 tbsp"
516,80,"Horseradish Sauce","Lemon Juice",,15.24,"yes","1 tbsp"
517,80,"Horseradish Sauce","Sea Salt",,3,"yes","1/2 tsp"
518,80,"Horseradish Sauce","Pepper Black",,0.53,"yes","1/4 tsp"
519,80,"Horseradish Sauce","Chives Fresh",,3,"yes","1 tbsp"
520,81,"Baked Salmon, Horseradish Sauce, Brussels sprouts","Quick Roasted Brussels Sprouts",,467.07,"yes",
521,81,"Baked Salmon, Horseradish Sauce, Brussels sprouts","Baked Salmon",,911.03,"yes",
522,81,"Baked Salmon, Horseradish Sauce, Brussels sprouts","Horseradish Sauce",,294.77,"yes",
523,82,"Edamame Crisps","Edamame Beans",,170,"yes","260 ml"
524,82,"Edamame Crisps","Olive Oil",,4.5,"yes","1 tsp"
525,82,"Edamame Crisps","Salt",,1.52,"yes","1/4 tsp"
526,82,"Edamame Crisps","Paprika",,1.15,"yes","1/2 tsp"
527,82,"Edamame Crisps","Parmesan",,70,"yes",
528,82,"Edamame Crisps","Sunflower Seeds",,16.6,"yes","2 tbsp"
529,83,"Low carb Yorkshire puddings","Oil Avocado",,9.08,"yes","2 tbsp"
530,83,"Low carb Yorkshire puddings","Egg Uncooked",,100,"yes","2 large eggs"
531,83,"Low carb Yorkshire puddings","Salt",,0.3,"yes","a pinch"
532,83,"Low carb Yorkshire puddings","Whipping Cream",,60.8,"yes","60 ml"
533,83,"Low carb Yorkshire puddings","Arrowroot Powder",,16,"yes","2 tbsp"
534,83,"Low carb Yorkshire puddings","Water",,,"yes","1 tbsp"
535,83,"Low carb Yorkshire puddings","Pepper Black",,0.3,"yes","a pinch"
536,84,"Chicken Cheeseburgers","Green Onions",,15,"yes","1 scallion"
537,84,"Chicken Cheeseburgers","Ground Chicken",,450,"yes",
538,84,"Chicken Cheeseburgers","Ground Turkey","Can use instead of Ground Chicken",450,"no",
539,84,"Chicken Cheeseburgers","Cheddar",,85,"yes","180 ml"
540,84,"Chicken Cheeseburgers","Paprika",,4.6,"yes","2 tsp"
541,84,"Chicken Cheeseburgers","Garlic Powder",,2.8,"yes","1 tsp"
542,84,"Chicken Cheeseburgers","Salt",,6.08,"yes","1 tsp"
543,84,"Chicken Cheeseburgers","Pepper Black",,1.07,"yes","1/2 tsp"
544,84,"Chicken Cheeseburgers","Olive Oil",,6.75,"yes","1/2 tbsp"
545,85,"Green Garlic Dressing","Mayonnaise Homemade",,29.2,"yes","2 tbsp"
546,85,"Green Garlic Dressing","Garlic Powder",,1.4,"yes","1/2 tsp"
547,85,"Green Garlic Dressing","Basil Fresh",,2.65,"yes","1 tbsp"
548,85,"Green Garlic Dressing","Pepper Black",,1,"yes","to taste"
549,86,"Salad Garnish","Tomato",,55,"yes","1/2 tomato"
550,86,"Salad Garnish","Gherkin",,150,"yes","1 pickle"
551,86,"Salad Garnish","Lettuce Butterhead",,60,"yes","4 leaves"
552,87,"Chicken Cheeseburgers with Green Garlic Dressing","Chicken Cheeseburgers",,571.3,"yes",
553,87,"Chicken Cheeseburgers with Green Garlic Dressing","Green Garlic Dressing",,34.25,"yes",
554,87,"Chicken Cheeseburgers with Green Garlic Dressing","Salad Garnish",,265,"yes",
555,88,"Broccoli Pizza Crust","Broccoli Fresh",,450,"yes",
556,88,"Broccoli Pizza Crust","Egg Uncooked",,100,"yes","2 large eggs"
557,88,"Broccoli Pizza Crust","Mozzarella",,110,"yes","240 ml"
558,88,"Broccoli Pizza Crust","Parmesan",,119,"yes","120 ml"
559,88,"Broccoli Pizza Crust","Garlic Powder",,1.4,"yes","1/2 tsp"
560,88,"Broccoli Pizza Crust","Salt",,3.04,"yes","1/2 tsp"
561,88,"Broccoli Pizza Crust","Pepper Black",,0.53,"yes","1/4 tsp"
562,89,"Broccoli Pizza Topping","Pesto Sauce",,45,"yes","3 tbsp"
563,89,"Broccoli Pizza Topping","Asparagus",,55,"yes",
564,89,"Broccoli Pizza Topping","Green Onions",,30,"yes","2 scallions"
565,89,"Broccoli Pizza Topping","Mozzarella",,85,"yes",
566,89,"Broccoli Pizza Topping","Lettuce Garden Rocket",,14,"yes","170 ml"
567,89,"Broccoli Pizza Topping","Sea Salt",,1.5,"yes","1/4 tsp"
568,89,"Broccoli Pizza Topping","Chilli Flakes",,0.45,"yes","1/4 tsp"
569,90,"Green Broccoli Pizza","Broccoli Pizza Crust",,783.97,"yes",
570,90,"Green Broccoli Pizza","Broccoli Pizza Topping",,230.95,"yes",
571,91,"Mediterranean Roasted Cod","Cod",,450,"yes",
572,91,"Mediterranean Roasted Cod","Tomato Cherry",,110,"yes",
573,91,"Mediterranean Roasted Cod","Garlic",,3,"yes","1 clove"
574,91,"Mediterranean Roasted Cod","Olive Oil",,13.5,"yes","1 tbsp"
575,91,"Mediterranean Roasted Cod","Capers",,8.6,"yes","1 tbsp"
576,91,"Mediterranean Roasted Cod","Thyme Fresh",,0.8,"yes","1 tsp"
577,91,"Mediterranean Roasted Cod","Chilli Flakes",,0.9,"yes","1/2 tsp"
578,91,"Mediterranean Roasted Cod","Salt",,1.52,"yes","to taste"
579,91,"Mediterranean Roasted Cod","Pepper Black",,0.53,"yes","to taste"
580,91,"Mediterranean Roasted Cod","Lemon Juice",,5.08,"yes","1 tsp"
581,91,"Mediterranean Roasted Cod","Lemon Zest",,1,"yes","1/2 tsp"
582,92,"Cajun Seasoning Homemade","Paprika",,20.7,"yes","3 tbsp"
583,92,"Cajun Seasoning Homemade","Garlic Powder",,16.8,"yes","2 tbsp"
584,92,"Cajun Seasoning Homemade","Salt",,18.24,"yes","2 tbsp"
585,92,"Cajun Seasoning Homemade","Pepper Black",,6.4,"yes","1 tbsp"
586,92,"Cajun Seasoning Homemade","Onion Powder",,6.9,"yes","1 tbsp"
587,92,"Cajun Seasoning Homemade","Oregano Dried",,3,"yes","1 tbsp"
588,92,"Cajun Seasoning Homemade","Cayenne Pepper",,5.4,"yes","1 tbsp"
589,92,"Cajun Seasoning Homemade","Thyme Dried",,1.5,"yes","1/2 tbsp"
590,93,"Rainbow Cajun Salmon Skewers","Salmon",,900,"yes",
591,93,"Rainbow Cajun Salmon Skewers","Olive Oil",,13.5,"yes","1 tbsp"
592,93,"Rainbow Cajun Salmon Skewers","Garlic",,6,"yes","2 cloves"
593,93,"Rainbow Cajun Salmon Skewers","Lime Juice",,30,"yes","1 lime"
594,93,"Rainbow Cajun Salmon Skewers","Lime Zest",,0.5,"yes","1 lime"
595,93,"Rainbow Cajun Salmon Skewers","Cajun Seasoning Homemade",,7.5,"yes","1 1/2 tsp"
596,93,"Rainbow Cajun Salmon Skewers","Salt",,6.08,"yes","1 tsp"
597,93,"Rainbow Cajun Salmon Skewers","Onions Red",,110,"yes","1 onion"
598,93,"Rainbow Cajun Salmon Skewers","Bell Pepper Red",,120,"yes","1 pepper"
599,93,"Rainbow Cajun Salmon Skewers","Bell Pepper Yellow",,140,"yes","1 pepper"
600,93,"Rainbow Cajun Salmon Skewers","Bell Pepper Green",,140,"yes","1 pepper"
601,94,"Zoodles","Zucchini Fresh",,450,"yes",
602,94,"Zoodles","Olive Oil",,13.5,"yes","2 tbsp"
603,94,"Zoodles","Salt",,1.52,"yes","to taste"
604,94,"Zoodles","Pepper Black",,0.53,"yes","to taste"
605,95,"Garlic Lime Sauce","Greek Yoghurt",,180,"yes","240 ml"
606,95,"Garlic Lime Sauce","Mayonnaise Homemade",,43.7,"yes","3 tbsp"
607,95,"Garlic Lime Sauce","Lime Juice",,30,"yes","1 lime"
608,95,"Garlic Lime Sauce","Lime Zest",,0.5,"yes","1 lime"
609,95,"Garlic Lime Sauce","Garlic",,6,"yes","2 cloves"
610,95,"Garlic Lime Sauce","Salt",,1.52,"yes","to taste"
611,95,"Garlic Lime Sauce","Pepper Black",,0.53,"yes","to taste"
612,96,"Rainbow Cajun Salmon Skewers, Zoodles and Sauce","Rainbow Cajun Salmon Skewers",,1473.58,"yes",
613,96,"Rainbow Cajun Salmon Skewers, Zoodles and Sauce","Zoodles",,465.55,"yes",
614,96,"Rainbow Cajun Salmon Skewers, Zoodles and Sauce","Garlic Lime Sauce",,262.25,"yes",
615,97,"Four Fried Eggs with Green Onions","Butter Salted",,14.19,"yes",
616,97,"Four Fried Eggs with Green Onions","Egg Uncooked",,200,"yes",
617,97,"Four Fried Eggs with Green Onions","Green Onions",,30,"yes",
618,98,"Peanut Dressing","Peanut Butter Natural Salted",,60.8,"yes",
619,98,"Peanut Dressing","Sriracha Sauce Hot Chilli",,6.5,"yes",
620,98,"Peanut Dressing","Lime Juice",,15.12,"yes",
621,99,"Gado Gado Stir-fry","Cabbage Pointed",,350,"yes",
622,99,"Gado Gado Stir-fry","Carrots",,85,"yes",
623,99,"Gado Gado Stir-fry","Peas Sugar Snap",,85,"yes",
624,99,"Gado Gado Stir-fry","Onions Red",,55,"yes",
625,99,"Gado Gado Stir-fry","Oil Coconut",,13.63,"yes",
626,99,"Gado Gado Stir-fry","Bean Sprouts",,110,"yes",
627,99,"Gado Gado Stir-fry","Chicken Breast",,230,"yes",
628,99,"Gado Gado Stir-fry","Tamari Sauce",,67.2,"yes",
629,99,"Gado Gado Stir-fry","Sambal Oelek",,10,"yes",
630,100,"Gado Gado Stir-fry Meal","Gado Gado Stir-fry",,1005.83,"yes",
631,100,"Gado Gado Stir-fry Meal","Peanut Dressing",,82.42,"yes",
632,100,"Gado Gado Stir-fry Meal","Four Fried Eggs with Green Onions",,244.19,"yes",
633,101,"Bacon Wrapped Jalapeno Poppers","Olive Oil",,4.5,"yes","1 tsp"
634,101,"Bacon Wrapped Jalapeno Poppers","Ground Turkey",,230,"yes",
635,101,"Bacon Wrapped Jalapeno Poppers","Taco Seasoning",,0.88,"yes","1 tsp"
636,101,"Bacon Wrapped Jalapeno Poppers","Jalapenos",,240,"yes","12 Jalapenos"
637,101,"Bacon Wrapped Jalapeno Poppers","Cream Cheese",,230,"yes","240 ml"
638,101,"Bacon Wrapped Jalapeno Poppers","Cheddar",,55,"yes","120 ml"
639,101,"Bacon Wrapped Jalapeno Poppers","Bacon",,325,"yes","12 strips"
640,102,"Asian Salad Dressing","Green Onions",,30,"yes","2 scallions"
641,102,"Asian Salad Dressing","Garlic",,6,"yes","2 cloves"
642,102,"Asian Salad Dressing","Ginger Fresh",,6,"yes","1 tbsp"
643,102,"Asian Salad Dressing","Olive Oil",,72,"yes","80 ml"
644,102,"Asian Salad Dressing","Tamari Sauce",,134.4,"yes","120 ml"
645,102,"Asian Salad Dressing","Rice Vinegar",,58.3,"yes","60 ml"
646,102,"Asian Salad Dressing","Oil Sesame",,13.63,"yes","1 tbsp"
647,103,"Asian Salad Topping","Chilli Red",,45,"yes","1 pepper"
648,103,"Asian Salad Topping","Coriander Fresh",,1,"yes","1 tbsp"
649,103,"Asian Salad Topping","Sesame Seeds",,9,"yes","1 tbsp"
650,104,"Asian Salad","Lettuce Romaine",,110,"yes","550 ml"
651,104,"Asian Salad","Cabbage Napa",,110,"yes",
652,104,"Asian Salad","Cabbage Red",,110,"yes","375 ml"
653,104,"Asian Salad","Bell Pepper Red",,120,"yes","1 pepper"
654,104,"Asian Salad","Bean Sprouts",,55,"yes",
655,104,"Asian Salad","Cucumber Raw",,110,"yes",
656,104,"Asian Salad","Chicken Breast",,450,"yes",
657,105,"Asian Chicken and Veggie Salad","Asian Salad",,1065,"yes",
658,105,"Asian Chicken and Veggie Salad","Asian Salad Dressing",,320.33,"yes",
659,105,"Asian Chicken and Veggie Salad","Asian Salad Topping",,55,"yes",
660,106,"Cinnamon Topping","Erythritol from Now Foods",,55,"yes","60 ml"
661,106,"Cinnamon Topping","Cinnamon",,5.23,"yes","2 tsp"
662,107,"Churro Bites","Mozzarella",,170,"yes","350 ml"
663,107,"Churro Bites","Cream Cheese",,22,"yes","2 tbsp"
664,107,"Churro Bites","Almond Flour",,110,"yes","240 ml"
665,107,"Churro Bites","Whey Protein Isolate",,75,"yes","3 tbsp"
666,107,"Churro Bites","Erythritol from Now Foods",,55,"yes","60 ml"
667,107,"Churro Bites","Egg Uncooked",,50,"yes","1 large egg"
668,107,"Churro Bites","White Wine Vinegar",,5,"yes","1 tsp"
669,107,"Churro Bites","Baking Soda",,2.3,"yes","1/2 tsp"
670,107,"Churro Bites","Olive Oil",,437,"yes","475 ml"
671,108,"Keto Churro Bites","Churro Bites",,926.3,"yes",
672,108,"Keto Churro Bites","Cinnamon Topping",,60.23,"yes",
673,109,"Pimientos de Padron","Olive Oil",,13.5,"yes","1 tbsp"
674,109,"Pimientos de Padron","Pimientos",,230,"yes",
675,109,"Pimientos de Padron","Sea Salt",,3,"yes","1/2 tsp"
676,109,"Pimientos de Padron","Lemon Juice",,5.08,"yes","1 tsp"
677,110,"Garlic Mushrooms home made","Mushrooms Button",,230,"yes","800 ml"
678,110,"Garlic Mushrooms home made","Garlic",,9,"yes","3 cloves"
679,110,"Garlic Mushrooms home made","Olive Oil",,13.5,"yes","1 tbsp"
680,110,"Garlic Mushrooms home made","Chilli Flakes",,0.9,"yes","1/2 tsp"
681,110,"Garlic Mushrooms home made","Paprika",,0.58,"yes","1/4 tsp"
682,110,"Garlic Mushrooms home made","Sherry Dry",,58.3,"yes","60 ml"
683,110,"Garlic Mushrooms home made","Wine White","Can use instead of Sherry",58.3,"yes","60 ml"
684,110,"Garlic Mushrooms home made","Sea Salt",,3,"yes","1/2 tsp"
685,110,"Garlic Mushrooms home made","Lemon Juice",,5.08,"yes","1 tsp"
686,110,"Garlic Mushrooms home made","Parsley Fresh",,3.84,"yes","1 tbsp"
687,111,"Garlic Shrimp","Olive Oil",,13.5,"yes","1 tbsp"
688,111,"Garlic Shrimp","Garlic",,12,"yes","4 cloves"
689,111,"Garlic Shrimp","Chilli Flakes",,0.9,"yes","1/2 tsp"
690,111,"Garlic Shrimp","Shrimp Raw",,350,"yes",
691,111,"Garlic Shrimp","Sea Salt",,3,"yes","1/2 tsp"
